inquiry_id,report_id,bureau,inquiry_date,creditor_name
2786,751,Equifax,2022-10-22,Navy Federal
2787,751,Experian,2022-11-10,Capital One
2788,751,TransUnion,2022-10-27,KeyBank
2789,751,TransUnion,2022-07-28,Navient
2790,751,Experian,2023-04-10,Ally Financial
2791,751,Equifax,2022-08-31,Bank of America
2792,751,TransUnion,2023-03-02,Truist
2793,752,TransUnion,2022-09-12,GTE Southwest
2794,752,Experian,2023-04-06,LendingClub
2795,752,Experian,2023-03-05,Fifth Third
2796,752,Equifax,2023-02-25,HSBC
2797,752,TransUnion,2023-04-22,Santander
2798,752,Experian,2023-03-26,AT&T
2799,752,TransUnion,2023-05-14,Regions Bank
2800,753,Equifax,2023-11-18,GEMB/JCP
2801,753,TransUnion,2023-07-31,SoFi
2802,753,TransUnion,2023-11-16,American Express
2803,753,Experian,2023-06-21,PNC Bank
2804,754,Equifax,2023-12-21,GEMB/JCP
2805,754,TransUnion,2023-07-02,Capital One
2806,754,Experian,2023-05-16,PNC Bank
2807,754,Experian,2024-04-01,Ally Financial
2808,754,Equifax,2024-03-28,AT&T
2809,754,Equifax,2024-03-16,Midland Credit
2810,754,Equifax,2023-05-22,Fifth Third
2811,754,Experian,2024-04-05,Santander
2812,754,Experian,2024-03-11,GTE Southwest
2813,754,Experian,2023-12-08,HSBC
2814,754,TransUnion,2023-09-19,Ally Financial
2815,754,Equifax,2023-10-12,GTE Southwest
2816,755,Equifax,2020-11-15,Barclays
2817,756,TransUnion,2020-11-20,Barclays
2818,757,TransUnion,2021-08-10,Cavalry Portfolio
2819,758,Experian,2020-04-08,Marcus by Goldman
2820,758,TransUnion,2020-05-26,Citi
2821,758,Equifax,2020-04-20,Jefferson Capital
2822,758,TransUnion,2019-09-11,Cavalry Portfolio
2823,758,Equifax,2019-11-24,Wells Fargo
2824,758,TransUnion,2019-09-30,Pennymac
2825,758,TransUnion,2020-02-10,Pennymac
2826,759,Equifax,2020-11-11,Jefferson Capital
2827,759,Equifax,2020-09-05,Upgrade
2828,759,Experian,2020-03-27,HSBC
2829,759,Experian,2020-10-11,American Express
2830,759,Equifax,2020-04-02,Ally Financial
2831,759,Equifax,2020-10-19,Toyota Motor Credit
2832,760,Equifax,2020-03-01,Rocket Mortgage
2833,762,Equifax,2020-12-26,Santander
2834,763,TransUnion,2021-09-02,Barclays
2835,764,Experian,2022-06-22,Truist
2836,764,TransUnion,2022-06-04,Capital One
2837,764,Equifax,2022-05-07,Jefferson Capital
2838,764,TransUnion,2022-10-10,TD Bank
2839,765,Experian,2023-06-02,Discover
2840,765,TransUnion,2023-01-08,LendingClub
2841,765,TransUnion,2023-07-03,HSBC
2842,765,TransUnion,2023-03-27,LVNV Funding
2843,765,Equifax,2023-02-14,Citi
2844,765,Experian,2023-05-16,Cavalry Portfolio
2845,765,Equifax,2023-03-01,Chase
2846,765,TransUnion,2022-12-23,GTE Southwest
2847,765,TransUnion,2022-10-08,HSBC
2848,765,TransUnion,2023-03-16,Synchrony
2849,766,Experian,2024-04-17,Bank of America
2850,766,TransUnion,2024-02-11,Toyota Motor Credit
2851,766,TransUnion,2023-09-18,Truist
2852,766,Equifax,2024-04-23,PNC Bank
2853,766,Experian,2024-02-11,Truist
2854,766,Equifax,2024-02-05,Capital One
2855,766,Equifax,2023-11-05,Synchrony
2856,766,Equifax,2024-01-23,Discover
2857,766,Equifax,2024-02-05,Capital One
2858,766,TransUnion,2023-11-25,Portfolio Recovery
2859,767,Experian,2023-09-10,Santander
2860,767,Equifax,2024-05-22,Toyota Motor Credit
2861,767,TransUnion,2024-05-23,Citi
2862,767,Equifax,2024-05-09,HSBC
2863,767,TransUnion,2023-09-15,LendingClub
2864,767,TransUnion,2024-05-22,KeyBank
2865,767,Experian,2024-01-13,Marcus by Goldman
2866,768,Experian,2020-07-20,Navy Federal
2867,768,Experian,2020-05-27,Synchrony
2868,768,TransUnion,2020-06-30,Toyota Motor Credit
2869,768,Equifax,2020-11-08,USAA
2870,769,TransUnion,2020-12-10,Citi
2871,769,TransUnion,2020-09-03,Ally Financial
2872,769,TransUnion,2021-04-25,HSBC
2873,769,TransUnion,2021-01-28,KeyBank
2874,770,Equifax,2020-02-20,Cavalry Portfolio
2875,770,Experian,2020-08-24,Fifth Third
2876,771,TransUnion,2020-09-08,Cavalry Portfolio
2877,772,Experian,2021-03-25,LVNV Funding
2878,772,TransUnion,2021-06-15,AT&T
2879,772,Equifax,2020-12-29,Synchrony
2880,774,TransUnion,2023-02-10,Santander
2881,774,Experian,2023-02-09,GTE Southwest
2882,774,TransUnion,2023-02-10,Cavalry Portfolio
2883,774,Equifax,2023-01-15,KeyBank
2884,774,Equifax,2022-12-26,Citi
2885,774,TransUnion,2023-01-11,TD Bank
2886,775,TransUnion,2023-07-30,Quicken Loans
2887,775,Experian,2023-06-30,GEMB/JCP
2888,775,Equifax,2023-04-17,GTE Southwest
2889,775,Equifax,2023-08-16,LendingClub
2890,775,TransUnion,2023-08-23,Ally Financial
2891,775,TransUnion,2023-06-09,PNC Bank
2892,776,Equifax,2021-09-12,USAA
2893,776,Experian,2021-06-18,Ally Financial
2894,776,Equifax,2021-06-19,Citi
2895,777,Experian,2021-08-15,Marcus by Goldman
2896,777,Equifax,2021-04-24,Cavalry Portfolio
2897,777,Equifax,2021-10-14,TD Bank
2898,778,Experian,2020-10-27,Quicken Loans
2899,779,Equifax,2021-09-07,Navy Federal
2900,779,TransUnion,2022-04-15,American Express
2901,779,Equifax,2021-10-03,Ally Financial
2902,779,TransUnion,2022-06-12,AT&T
2903,779,Experian,2021-12-04,Portfolio Recovery
2904,779,Experian,2022-04-26,Bank of America
2905,780,Equifax,2020-02-29,Quicken Loans
2906,780,TransUnion,2020-10-19,HSBC
2907,780,Equifax,2020-08-16,Santander
2908,780,Equifax,2020-02-11,Quicken Loans
2909,780,Equifax,2020-06-15,TD Bank
2910,780,TransUnion,2020-08-16,Synchrony
2911,780,TransUnion,2020-02-04,Navient
2912,780,Experian,2020-03-27,Truist
2913,780,Experian,2020-05-08,Jefferson Capital
2914,780,TransUnion,2020-12-03,Pennymac
2915,780,Experian,2020-07-31,LendingClub
2916,780,Equifax,2020-11-30,Cavalry Portfolio
2917,781,Experian,2020-12-12,Citi
2918,781,Equifax,2020-11-08,Cavalry Portfolio
2919,781,Equifax,2020-12-10,Ford Motor Credit
2920,781,Equifax,2020-12-10,Ford Motor Credit
2921,781,Experian,2020-09-07,Fifth Third
2922,781,Equifax,2021-04-15,Discover
2923,781,Equifax,2020-10-04,GEMB/JCP
2924,781,Experian,2020-05-21,Cavalry Portfolio
2925,782,Equifax,2021-03-24,USAA
2926,782,Equifax,2021-05-30,Ford Motor Credit
2927,782,Experian,2021-02-05,Synchrony
2928,782,TransUnion,2021-04-30,Truist
2929,782,Experian,2021-04-28,Citi
2930,782,Equifax,2020-12-23,AT&T
2931,782,Experian,2021-01-27,TD Bank
2932,782,Equifax,2021-01-22,Navy Federal
2933,782,TransUnion,2020-08-22,Toyota Motor Credit
2934,783,Equifax,2022-07-03,LendingClub
2935,783,Equifax,2022-02-09,AT&T
2936,783,Equifax,2022-03-30,Regions Bank
2937,783,Experian,2022-06-05,Santander
2938,783,TransUnion,2022-08-10,Upgrade
2939,783,Experian,2022-03-27,Wells Fargo
2940,783,TransUnion,2021-11-20,Marcus by Goldman
2941,783,Equifax,2022-03-02,Barclays
2942,783,TransUnion,2022-08-03,SoFi
2943,783,Experian,2022-02-03,SoFi
2944,783,Equifax,2022-04-16,Marcus by Goldman
2945,783,TransUnion,2022-01-28,Jefferson Capital
2946,784,Experian,2022-12-16,Wells Fargo
2947,784,Equifax,2023-01-01,Marcus by Goldman
2948,786,Experian,2024-03-29,American Express
2949,786,Equifax,2024-05-13,TD Bank
2950,787,Experian,2022-08-03,American Express
2951,787,Equifax,2022-09-29,Sallie Mae
2952,788,Equifax,2023-09-23,Fifth Third
2953,788,Equifax,2022-11-30,Bank of America
2954,788,Experian,2023-03-09,Citi
2955,789,TransUnion,2019-12-02,Pennymac
2956,789,TransUnion,2019-07-29,Barclays
2957,789,Equifax,2020-03-24,Navient
2958,789,Experian,2020-02-19,Santander
2959,789,TransUnion,2019-11-01,KeyBank
2960,789,TransUnion,2019-09-05,USAA
2961,789,Equifax,2020-04-25,PNC Bank
2962,789,Equifax,2020-04-06,GTE Southwest
2963,789,Experian,2020-01-11,Jefferson Capital
2964,789,Equifax,2020-03-17,American Express
2965,790,TransUnion,2020-07-20,Verizon
2966,790,TransUnion,2020-09-25,Wells Fargo
2967,790,Experian,2020-11-09,Jefferson Capital
2968,790,Equifax,2020-07-10,Santander
2969,790,Experian,2020-10-17,Quicken Loans
2970,790,Experian,2020-12-24,Jefferson Capital
2971,790,TransUnion,2020-09-26,LendingClub
2972,790,Experian,2020-03-01,Truist
2973,790,Experian,2020-01-29,Regions Bank
2974,790,Experian,2021-01-10,Marcus by Goldman
2975,790,TransUnion,2020-09-03,Rocket Mortgage
2976,790,TransUnion,2020-11-12,Jefferson Capital
2977,791,Equifax,2020-04-26,Navient
2978,791,Experian,2020-10-28,Toyota Motor Credit
2979,791,TransUnion,2020-08-03,Truist
2980,792,Equifax,2021-03-26,GEMB/JCP
2981,794,Experian,2022-04-17,Rocket Mortgage
2982,794,Experian,2022-02-04,GEMB/JCP
2983,795,Experian,2019-08-09,Bank of America
2984,796,TransUnion,2019-07-20,TD Bank
2985,796,TransUnion,2020-05-13,TD Bank
2986,796,Equifax,2019-10-07,Regions Bank
2987,796,TransUnion,2020-02-17,Midland Credit
2988,797,Experian,2021-01-20,PNC Bank
2989,797,Equifax,2020-05-12,Upgrade
2990,797,Equifax,2020-07-04,Wells Fargo
2991,797,Equifax,2020-08-01,SoFi
2992,798,Equifax,2020-06-13,LVNV Funding
2993,798,Equifax,2020-05-31,Wells Fargo
2994,798,Equifax,2021-04-28,USAA
2995,798,Experian,2021-01-15,Sallie Mae
2996,798,TransUnion,2020-07-12,Bank of America
2997,799,TransUnion,2021-08-03,Chase
2998,799,TransUnion,2021-07-23,Fifth Third
2999,799,Experian,2021-04-07,Toyota Motor Credit
3000,799,TransUnion,2020-11-10,TD Bank
3001,799,TransUnion,2020-11-05,TD Bank
3002,799,Experian,2020-10-27,Ford Motor Credit
3003,799,TransUnion,2021-03-06,Upgrade
3004,799,Experian,2021-03-24,Ford Motor Credit
3005,799,Experian,2021-08-20,LVNV Funding
3006,799,Experian,2020-10-23,Santander
3007,799,Equifax,2021-10-03,Regions Bank
3008,799,Experian,2021-03-23,Marcus by Goldman
3009,800,Experian,2023-03-09,Portfolio Recovery
3010,800,Equifax,2022-09-21,LendingClub
3011,800,Experian,2023-02-07,Sallie Mae
3012,800,Equifax,2023-01-19,Bank of America
3013,800,Equifax,2023-01-19,Bank of America
3014,800,Experian,2022-12-27,Wells Fargo
3015,800,Equifax,2022-11-29,USAA
3016,800,Experian,2022-11-10,Sallie Mae
3017,801,Equifax,2023-10-22,Barclays
3018,801,Equifax,2023-05-10,Jefferson Capital
3019,801,TransUnion,2023-06-14,Chase
3020,801,Equifax,2023-09-09,Fifth Third
3021,801,TransUnion,2023-07-30,Capital One
3022,801,Experian,2023-09-20,GTE Southwest
3023,801,Experian,2023-04-15,Ally Financial
3024,803,TransUnion,2022-01-16,KeyBank
3025,804,TransUnion,2021-10-15,Navient
3026,804,TransUnion,2021-08-20,LendingClub
3027,804,TransUnion,2022-05-16,Cavalry Portfolio
3028,804,TransUnion,2021-12-05,Cavalry Portfolio
3029,804,TransUnion,2021-11-06,Pennymac
3030,804,Equifax,2021-11-23,Verizon
3031,804,Equifax,2021-12-05,Santander
3032,804,TransUnion,2021-05-23,LendingClub
3033,805,Equifax,2021-11-02,Fifth Third
3034,805,Experian,2022-01-18,SoFi
3035,805,TransUnion,2022-02-04,Bank of America
3036,806,Experian,2023-03-12,GTE Southwest
3037,806,Equifax,2023-01-01,LVNV Funding
3038,806,TransUnion,2023-03-09,Portfolio Recovery
3039,808,Equifax,2023-06-01,Ford Motor Credit
3040,808,Experian,2023-10-30,Marcus by Goldman
3041,808,TransUnion,2023-07-03,Midland Credit
3042,809,Equifax,2021-09-07,Synchrony
3043,809,Equifax,2021-08-04,Jefferson Capital
3044,809,Equifax,2021-08-04,Jefferson Capital
3045,809,Experian,2021-11-06,Barclays
3046,809,Equifax,2021-07-19,Midland Credit
3047,809,TransUnion,2021-09-27,Capital One
3048,809,Equifax,2021-12-01,Regions Bank
3049,810,TransUnion,2020-06-02,Cavalry Portfolio
3050,811,Experian,2020-04-04,Fifth Third
3051,811,Experian,2020-06-01,Discover
3052,812,Equifax,2023-07-16,Synchrony
3053,812,Experian,2022-12-04,Santander
3054,812,Experian,2023-03-10,Sallie Mae
3055,812,TransUnion,2023-07-29,Truist
3056,812,Experian,2023-06-02,Rocket Mortgage
3057,812,Experian,2023-04-12,Pennymac
3058,812,Equifax,2023-06-18,GTE Southwest
3059,812,Experian,2023-10-26,Fifth Third
3060,813,TransUnion,2020-11-14,Upgrade
3061,813,Equifax,2020-10-12,Regions Bank
3062,814,Equifax,2020-12-19,Truist
3063,815,Experian,2021-05-03,Santander
3064,815,Equifax,2020-12-22,Quicken Loans
3065,815,Experian,2021-06-05,Toyota Motor Credit
3066,817,TransUnion,2019-04-14,GEMB/JCP
3067,817,Equifax,2019-04-09,Toyota Motor Credit
3068,818,Experian,2020-07-23,Sallie Mae
3069,818,TransUnion,2020-04-29,Quicken Loans
3070,821,Experian,2021-10-26,Ally Financial
3071,821,TransUnion,2022-05-09,LVNV Funding
3072,821,TransUnion,2022-02-03,LendingClub
3073,821,Experian,2022-02-04,USAA
3074,822,Equifax,2023-11-08,Ford Motor Credit
3075,822,TransUnion,2023-10-02,GTE Southwest
3076,822,TransUnion,2023-06-18,GEMB/JCP
3077,822,TransUnion,2023-11-07,Sallie Mae
3078,822,Experian,2023-10-12,USAA
3079,822,Equifax,2023-01-24,LVNV Funding
3080,823,Equifax,2023-08-20,USAA
3081,823,Equifax,2023-11-21,American Express
3082,823,Equifax,2023-11-20,Portfolio Recovery
3083,823,Experian,2023-04-12,Regions Bank
3084,823,Equifax,2023-09-07,Discover
3085,824,Equifax,2022-09-21,HSBC
3086,824,TransUnion,2022-08-26,Barclays
3087,825,Experian,2023-11-18,USAA
3088,826,Experian,2023-08-09,Fifth Third
3089,826,Experian,2024-05-26,Discover
3090,827,Equifax,2022-09-09,Ally Financial
3091,827,TransUnion,2023-01-18,Regions Bank
3092,828,TransUnion,2023-06-28,Pennymac
3093,828,Equifax,2023-04-02,Wells Fargo
3094,828,TransUnion,2022-11-21,Portfolio Recovery
3095,828,Equifax,2023-05-14,Synchrony
3096,828,TransUnion,2023-08-25,Verizon
3097,829,Equifax,2024-01-11,Upgrade
3098,829,Equifax,2023-10-16,Santander
3099,830,Equifax,2024-01-01,PNC Bank
3100,830,TransUnion,2023-08-16,Ford Motor Credit
3101,830,TransUnion,2024-01-30,Wells Fargo
3102,831,TransUnion,2024-07-16,Ally Financial
3103,831,TransUnion,2024-02-01,Upgrade
3104,831,Equifax,2024-07-30,Wells Fargo
3105,831,Equifax,2024-02-13,Rocket Mortgage
3106,832,TransUnion,2021-01-13,Barclays
3107,832,Equifax,2021-05-09,Rocket Mortgage
3108,832,TransUnion,2021-06-04,Marcus by Goldman
3109,832,Equifax,2020-08-22,Navy Federal
3110,832,TransUnion,2021-01-08,Capital One
3111,832,TransUnion,2020-12-29,Santander
3112,832,TransUnion,2021-01-09,Santander
3113,832,TransUnion,2021-01-04,TD Bank
3114,832,TransUnion,2020-09-13,KeyBank
3115,832,Equifax,2021-06-27,Wells Fargo
3116,832,Experian,2021-06-19,HSBC
3117,832,TransUnion,2021-06-05,Fifth Third
3118,833,Equifax,2021-07-05,LVNV Funding
3119,833,Experian,2021-08-20,Synchrony
3120,833,Equifax,2021-11-10,Barclays
3121,833,TransUnion,2021-02-21,Truist
3122,833,Equifax,2021-08-22,USAA
3123,833,Experian,2021-03-03,Midland Credit
3124,833,Equifax,2021-08-05,USAA
3125,833,Experian,2021-11-16,Midland Credit
3126,833,Experian,2021-02-05,SoFi
3127,833,TransUnion,2021-11-02,LVNV Funding
3128,833,Experian,2021-03-14,Midland Credit
3129,834,Experian,2022-02-09,Wells Fargo
3130,834,TransUnion,2021-09-14,TD Bank
3131,834,Equifax,2021-06-06,PNC Bank
3132,834,Equifax,2022-04-20,GTE Southwest
3133,834,Experian,2021-12-03,PNC Bank
3134,835,Equifax,2022-08-25,Midland Credit
3135,835,TransUnion,2022-04-26,Portfolio Recovery
3136,835,Experian,2022-09-27,KeyBank
3137,835,Equifax,2022-04-27,Barclays
3138,835,Equifax,2022-04-12,HSBC
3139,835,TransUnion,2022-10-03,Quicken Loans
3140,835,Experian,2022-03-31,Bank of America
3141,835,Experian,2022-09-30,Synchrony
3142,835,TransUnion,2021-12-15,Pennymac
3143,836,Equifax,2023-07-23,Portfolio Recovery
3144,836,Equifax,2023-06-15,Quicken Loans
3145,836,Experian,2023-06-30,LVNV Funding
3146,837,Equifax,2023-05-12,KeyBank
3147,838,TransUnion,2019-05-21,Barclays
3148,838,TransUnion,2020-02-10,TD Bank
3149,838,TransUnion,2019-09-01,LVNV Funding
3150,839,Experian,2020-05-27,Barclays
3151,839,TransUnion,2020-07-24,Ally Financial
3152,839,Experian,2020-01-20,Navy Federal
3153,839,Experian,2020-10-23,Upgrade
3154,840,Experian,2020-12-27,Upgrade
3155,840,Equifax,2020-08-07,Portfolio Recovery
3156,840,Experian,2020-06-03,Jefferson Capital
3157,840,TransUnion,2020-10-21,USAA
3158,840,Equifax,2020-08-28,LendingClub
3159,840,Equifax,2020-09-30,Wells Fargo
3160,841,Equifax,2019-09-22,Chase
3161,841,Experian,2019-04-28,Rocket Mortgage
3162,841,Experian,2019-05-27,KeyBank
3163,841,Experian,2020-01-18,Midland Credit
3164,841,Equifax,2019-10-15,Quicken Loans
3165,841,TransUnion,2020-01-09,Toyota Motor Credit
3166,841,Experian,2020-03-04,PNC Bank
3167,841,TransUnion,2019-09-08,Verizon
3168,841,Experian,2020-01-05,Discover
3169,841,TransUnion,2019-12-09,Navy Federal
3170,841,Equifax,2020-04-01,AT&T
3171,841,TransUnion,2020-01-06,Upgrade
3172,842,TransUnion,2020-02-24,AT&T
3173,842,Experian,2020-02-26,HSBC
3174,842,Equifax,2020-06-18,GTE Southwest
3175,842,TransUnion,2019-10-21,Chase
3176,842,Equifax,2020-08-27,Ally Financial
3177,842,TransUnion,2019-10-21,Chase
3178,842,Experian,2019-10-17,PNC Bank
3179,842,TransUnion,2020-01-05,Rocket Mortgage
3180,842,TransUnion,2019-10-07,Marcus by Goldman
3181,842,Experian,2020-05-29,Midland Credit
3182,842,TransUnion,2020-06-12,TD Bank
3183,842,Equifax,2020-03-26,AT&T
3184,843,Equifax,2020-02-15,Discover
3185,843,Equifax,2020-09-30,PNC Bank
3186,843,TransUnion,2020-01-28,Discover
3187,843,TransUnion,2020-05-11,Barclays
3188,843,Experian,2020-08-18,Truist
3189,843,TransUnion,2021-01-10,AT&T
3190,843,Experian,2020-09-05,Upgrade
3191,843,Experian,2020-11-17,SoFi
3192,843,Experian,2020-11-18,Truist
3193,844,TransUnion,2023-01-21,HSBC
3194,844,Experian,2023-04-14,Fifth Third
3195,844,Experian,2022-09-05,Jefferson Capital
3196,844,Equifax,2023-04-02,USAA
3197,844,Equifax,2023-02-02,Ally Financial
3198,844,Equifax,2023-03-24,Capital One
3199,844,TransUnion,2023-04-08,LVNV Funding
3200,844,TransUnion,2022-08-12,Cavalry Portfolio
3201,844,Equifax,2022-09-27,Regions Bank
3202,844,TransUnion,2023-02-03,Ally Financial
3203,844,TransUnion,2023-05-31,TD Bank
3204,844,Equifax,2022-09-25,Marcus by Goldman
3205,845,TransUnion,2023-06-30,LVNV Funding
3206,845,TransUnion,2023-03-21,PNC Bank
3207,845,Experian,2022-12-28,HSBC
3208,845,Experian,2023-08-25,Ford Motor Credit
3209,845,Experian,2023-09-17,American Express
3210,845,Experian,2023-03-18,LVNV Funding
3211,845,TransUnion,2023-04-17,Ford Motor Credit
3212,845,Experian,2023-09-19,Synchrony
3213,845,Experian,2022-12-13,GEMB/JCP
3214,845,Experian,2023-03-26,Citi
3215,845,Experian,2023-08-19,AT&T
3216,846,Experian,2023-11-28,Truist
3217,846,Experian,2023-09-26,Discover
3218,846,TransUnion,2024-01-25,HSBC
3219,846,Equifax,2023-04-26,Truist
3220,846,Equifax,2023-12-31,Ally Financial
3221,847,TransUnion,2023-09-07,Capital One
3222,847,TransUnion,2024-03-26,USAA
3223,847,TransUnion,2024-04-16,Synchrony
3224,847,TransUnion,2024-04-16,Synchrony
3225,847,Equifax,2024-04-08,Toyota Motor Credit
3226,847,TransUnion,2024-04-21,Verizon
3227,847,Equifax,2023-06-02,KeyBank
3228,847,Experian,2023-09-19,Navient
3229,848,TransUnion,2022-05-28,Pennymac
3230,848,Equifax,2022-09-30,GEMB/JCP
3231,848,Equifax,2022-07-10,Cavalry Portfolio
3232,849,Experian,2020-06-13,Cavalry Portfolio
3233,849,TransUnion,2020-04-04,LendingClub
3234,849,Equifax,2020-05-09,Fifth Third
3235,849,Equifax,2020-08-19,Fifth Third
3236,850,TransUnion,2020-12-10,Discover
3237,850,Equifax,2020-02-27,Midland Credit
3238,850,TransUnion,2020-07-19,Sallie Mae
3239,850,Experian,2020-06-02,Wells Fargo
3240,850,Experian,2020-02-14,LVNV Funding
3241,850,Equifax,2020-03-01,Wells Fargo
3242,850,Experian,2020-03-22,Chase
3243,850,Experian,2020-03-28,Toyota Motor Credit
3244,850,TransUnion,2020-10-20,LendingClub
3245,850,TransUnion,2020-11-24,Wells Fargo
3246,850,TransUnion,2020-05-30,Quicken Loans
3247,851,Experian,2022-11-21,Ally Financial
3248,852,Equifax,2021-01-07,Barclays
3249,852,TransUnion,2020-09-09,Capital One
3250,852,Experian,2020-07-18,Quicken Loans
3251,852,TransUnion,2021-02-21,Upgrade
3252,852,TransUnion,2021-01-21,Barclays
3253,852,Experian,2021-04-01,Portfolio Recovery
3254,852,TransUnion,2020-06-19,KeyBank
3255,852,Equifax,2020-11-28,AT&T
3256,852,Equifax,2020-04-19,Quicken Loans
3257,852,Equifax,2020-04-07,Truist
3258,852,Experian,2020-12-03,Jefferson Capital
3259,852,Experian,2020-09-25,Rocket Mortgage
3260,853,Experian,2020-09-10,Upgrade
3261,853,TransUnion,2021-04-21,Ally Financial
3262,853,TransUnion,2021-04-01,Santander
3263,853,Experian,2021-05-17,GTE Southwest
3264,853,Experian,2021-07-27,Navient
3265,853,Experian,2021-02-07,Navient
3266,853,TransUnion,2021-05-13,Capital One
3267,853,Equifax,2020-12-23,Marcus by Goldman
3268,853,TransUnion,2021-06-26,LendingClub
3269,853,TransUnion,2021-01-05,Synchrony
3270,853,Equifax,2021-03-05,Discover
3271,853,Experian,2020-11-21,Truist
3272,854,Equifax,2022-04-05,Santander
3273,854,TransUnion,2021-10-31,American Express
3274,854,TransUnion,2021-11-06,USAA
3275,855,Equifax,2022-12-21,Cavalry Portfolio
3276,855,Experian,2022-04-20,Ford Motor Credit
3277,855,Experian,2022-08-03,American Express
3278,855,Equifax,2022-06-14,Ally Financial
3279,856,Equifax,2022-08-30,Toyota Motor Credit
3280,856,Equifax,2022-10-01,Midland Credit
3281,856,Experian,2022-07-19,Regions Bank
3282,856,Equifax,2022-11-22,Portfolio Recovery
3283,857,Experian,2019-08-01,American Express
3284,857,TransUnion,2020-01-27,LVNV Funding
3285,858,Equifax,2022-02-12,LendingClub
3286,858,Experian,2022-03-17,Navy Federal
3287,859,TransUnion,2022-02-02,Jefferson Capital
3288,860,Equifax,2023-03-30,SoFi
3289,860,TransUnion,2022-09-10,Portfolio Recovery
3290,861,TransUnion,2021-08-28,Barclays
3291,861,TransUnion,2022-03-04,LendingClub
3292,862,TransUnion,2022-01-07,HSBC
3293,862,Experian,2022-05-20,Fifth Third
3294,863,Equifax,2022-04-28,Synchrony
3295,863,Equifax,2022-08-15,Portfolio Recovery
3296,863,Equifax,2022-10-26,KeyBank
3297,864,Equifax,2023-07-24,Rocket Mortgage
3298,864,Experian,2023-03-11,Ally Financial
3299,865,Equifax,2020-03-06,Cavalry Portfolio
3300,865,Experian,2020-06-18,Rocket Mortgage
3301,865,TransUnion,2020-09-01,GEMB/JCP
3302,865,Experian,2020-06-30,GEMB/JCP
3303,865,TransUnion,2020-12-17,Capital One
3304,865,TransUnion,2020-04-11,Toyota Motor Credit
3305,865,TransUnion,2020-02-03,Jefferson Capital
3306,865,Equifax,2020-07-26,Wells Fargo
3307,866,TransUnion,2020-03-09,Quicken Loans
3308,866,TransUnion,2019-10-18,Sallie Mae
3309,867,Experian,2020-06-15,HSBC
3310,867,Equifax,2020-07-01,HSBC
3311,869,Equifax,2021-04-17,Midland Credit
3312,869,TransUnion,2020-10-20,Jefferson Capital
3313,869,Experian,2020-11-09,Marcus by Goldman
3314,870,Experian,2020-06-03,Quicken Loans
3315,870,TransUnion,2020-01-26,Wells Fargo
3316,871,Equifax,2020-02-18,Fifth Third
3317,871,TransUnion,2019-11-14,Rocket Mortgage
3318,871,Experian,2019-12-08,Truist
3319,872,TransUnion,2020-11-25,Synchrony
3320,873,Experian,2023-07-08,Navient
3321,873,Experian,2022-12-01,Cavalry Portfolio
3322,873,Equifax,2023-08-24,SoFi
3323,874,Experian,2020-09-12,USAA
3324,874,TransUnion,2020-04-15,Citi
3325,874,Equifax,2020-08-14,AT&T
3326,874,Equifax,2019-11-11,Ford Motor Credit
3327,874,TransUnion,2020-06-27,Midland Credit
3328,875,Experian,2020-06-05,KeyBank
3329,875,Experian,2020-05-18,Navient
3330,875,Equifax,2020-03-09,Fifth Third
3331,875,TransUnion,2020-08-23,Regions Bank
3332,875,Experian,2020-09-09,Upgrade
3333,875,Equifax,2020-06-18,Navient
3334,876,TransUnion,2021-06-20,Ford Motor Credit
3335,877,TransUnion,2021-05-04,Navy Federal
3336,877,TransUnion,2021-09-17,Navient
3337,878,Experian,2021-07-04,Upgrade
3338,878,TransUnion,2021-05-20,Verizon
3339,880,TransUnion,2022-08-21,Fifth Third
3340,880,Equifax,2022-12-17,Chase
3341,881,Experian,2023-08-09,PNC Bank
3342,881,TransUnion,2023-07-03,Citi
3343,881,Equifax,2023-07-02,Bank of America
3344,881,Experian,2022-10-07,Portfolio Recovery
3345,881,Equifax,2022-10-27,HSBC
3346,881,Equifax,2022-12-05,GTE Southwest
3347,881,Equifax,2023-06-02,LendingClub
3348,881,Experian,2023-06-16,LVNV Funding
3349,881,TransUnion,2023-02-11,Upgrade
3350,882,Equifax,2023-01-21,Santander
3351,882,Experian,2023-08-21,Chase
3352,882,TransUnion,2023-12-15,Regions Bank
3353,882,Equifax,2023-10-07,Regions Bank
3354,882,Experian,2023-04-20,Quicken Loans
3355,882,TransUnion,2022-12-21,Marcus by Goldman
3356,883,TransUnion,2024-01-12,USAA
3357,883,Equifax,2023-11-25,Citi
3358,883,Equifax,2023-06-30,American Express
3359,883,TransUnion,2023-10-30,Cavalry Portfolio
3360,884,TransUnion,2023-11-09,Capital One
3361,884,Experian,2024-05-02,USAA
3362,884,TransUnion,2023-11-18,PNC Bank
3363,884,Experian,2023-11-23,HSBC
3364,884,Experian,2023-08-07,HSBC
3365,884,Equifax,2023-10-30,HSBC
3366,884,TransUnion,2024-05-09,LVNV Funding
3367,884,TransUnion,2023-07-09,Citi
3368,884,Experian,2023-11-13,Cavalry Portfolio
3369,884,Experian,2024-01-31,Regions Bank
3370,885,Experian,2021-04-16,Portfolio Recovery
3371,885,Equifax,2020-11-21,Ally Financial
3372,885,TransUnion,2020-04-29,TD Bank
3373,886,Equifax,2021-06-25,GEMB/JCP
